ID;Authors;Author full names;Affiliations;Title;Year;Source Title;Type of Source Title;Source Title Abbreviation;Page Start;Page End;Cited by;Abstract;Author Keyword;Index Keyword;Language;Document Type;Type of Study;Research Type of Primary Studies;SWEBOK;Study goal and contribution;Study review;SE area;Observations
SCP0076;"Piattini M.; Serrano M.; Perez-Castillo R.; Petersen G.; Hevia J.L.";"Piattini, Mario (7004203473); Serrano, Manuel (7201394131); Perez-Castillo, Ricardo (34977424500); Petersen, Guido (57215696794); Hevia, Jose Luis (57215681148)";"University of Castilla - la Mancha, Spain; AQuantum";Toward a Quantum Software Engineering;2021;IT Professional;Computer Science;IT Prof;62;66;73;"Nowadays, we are at the dawn of a new age, the quantum era. Quantum computing is no longer a dream; it is a reality that needs to be adopted. But this new technology is taking its first steps, so we still do not have models, standards, or methods to help us in the creation of new systems and the migration of current ones. Given the current state of quantum computing, we need to go back to the path software engineering took in the last century to achieve the new golden age for quantum software engineering. © 1999-2012 IEEE.";;"Quantum computers; Software engineering; New age; Quantum Computing; Quantum theory";English;Article;Primary Study;Opinion papers;The Software Engineering in General;"O artigo tem como objetivo apresentar uma visão geral e consolidada sobre a emergência da Engenharia de Software Quântica (QSE) como uma nova disciplina, destacando a importância de adaptar práticas, processos e ferramentas da engenharia de software tradicional ao contexto da computação quântica. O estudo busca identificar lacunas, propor direções de pesquisa e fomentar a formação de uma comunidade acadêmica e industrial voltada ao desenvolvimento sistemático de software quântico confiável.

Como contribuição, os autores propõem um conjunto de princípios fundamentais para a QSE, que incluem a necessidade de abstrações específicas para o paradigma quântico, integração de processos híbridos quântico-clássicos, uso de métodos formais para especificação e verificação, e desenvolvimento de ferramentas e frameworks apropriados ao novo contexto tecnológico. Além disso, o artigo mapeia áreas-chave que devem ser exploradas — como linguagens de programação, arquiteturas de software, testes, métricas e qualidade — e reforça a importância de fomentar pesquisas interdisciplinares para consolidar a QSE como uma área autônoma e essencial na evolução da computação quântica.";Os autores propõem um conjunto de princípios fundamentais para a QSE, que incluem a necessidade de abstrações específicas para o paradigma quântico, integração de processos híbridos quântico-clássicos, uso de métodos formais para especificação e verificação, e desenvolvimento de ferramentas e frameworks apropriados ao novo contexto tecnológico.;Quantum software engineering education methodology;
WOS1453;"Aparicio-Morales, AM; Moguel, E; Garcia-Alonso, J; Fernandez, A; Bibbo, LM; Murillo, JM";"Aparicio-Morales, alvaro M.; Moguel, Enrique; Garcia-Alonso, Jose; Fernandez, Alejandro; Bibbo, Luis Mariano; Murillo, Juan M.";"Universidad de Extremadura; National University of La Plata";Supply and Demand in the Training of Quantum Software Engineering Workforce;2024;Memoria Investigaciones en Ingeniería;Engineering;MII;248;256;0;Quantum Technologies are experiencing significant growth due to substantial investments made by governments worldwide. These investments aim to enhance global competitiveness in this field and position countries as key players. However, facing the changes of this new paradigm requires an increment in the workforce with specialized expertise in Quantum Technologies, particularly in the area of Quantum Computing. In this paper, we present a concise overview of the current quantum computing education offers and an outline of the current job offer landscape. We highlight essential elements for individuals interested in building a career profile in quantum software engineering, including understanding the professional requirements that experts and companies have established. The main goal of this paper is to offer an overview of the current educational and professional landscape in the quantum software engineering field, empowering the next generation of software engineers to thrive in a quantum technology driven future that will profoundly impact human lives.;"Quantum Computing; Quantum Software Engineering; Education and Training; Competence Framework";;English;Article;Primary Study;Opinion papers;The Software Engineering in General;Fornecer uma visão geral do panorama educacional e profissional atual na área de engenharia de software quântico. O objetivo principal é capacitar a próxima geração de engenheiros de software, destacando a importância de entender os requisitos profissionais e as conexões entre sistemas quânticos e clássicos.;Fornecer uma visão geral do panorama educacional e profissional atual na área de engenharia de software quântico. ;Quantum software engineering education methodology;
SCP0260;"Fürntratt H.; Schnabl P.; Krebs F.; Unterberger R.; Zeiner H.";"Fürntratt, Hermann (24479570000); Schnabl, Paul (58975833300); Krebs, Florian (7006192702); Unterberger, Roland (56111266200); Zeiner, Herwig (57269975800)";"JOANNEUM RESEARCH Forschungsgesellschaft mbH, Graz, Austria; University of Technology, Graz, Austria";Towards Higher Abstraction Levels in Quantum Computing;2024;International Conference on Service-Oriented Computing;Software Engineering;ICSOC;162;173;1;This work is a survey and a position paper towards a higher abstraction in quantum computing (QC) programming frameworks and software development kits (SDKs). Since in 2003, Peter Shor complained about the limited increase in the number of QC algorithms [19], we see an urgent need to bridge the gap between well-established classical physics and quantum physics so that approaches become more intuitive, and - hopefully - more quantum algorithms can be discovered. In service-based hybrid QC frameworks, where algorithms need to be partitioned into quantum and classical tasks, we look at the methods available and the abstractions used. For this paper we have investigated the various levels of abstraction in Silq, Qrisp, OpenQl, Qiskit, Cirq, IonQ, and Ocean, which are originated in the QC domain, as well as CUDA Quantum, rooted in the classical software domain. With the rise of Large Language Models (LLMs), we have also explored the capabilities of LLM-powered tools like GitHub Copilot, which currently represents the top level of abstraction. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2024.;"Abstraction; Hybrid Systems; Quantum Computing; Software Engineering";"Abstracting; Quantum computers; Quantum optics; Software design; Abstraction; Abstraction level; Classical physics; Computing algorithms; Language model; Position papers; Programming framework; Programming software; Quantum Computing; Software development kit; Hybrid systems";English;Conference Paper;Primary Study;Opinion papers;Software Design;"Este artigo tem como objetivo explorar e propor níveis mais elevados de abstração na programação para computação quântica, a fim de facilitar o desenvolvimento de algoritmos quânticos e tornar o processo mais acessível e intuitivo. Para isso, os autores realizam uma análise comparativa de diferentes kits de desenvolvimento e frameworks (como Silq, Qrisp, OpenQl, Qiskit, Cirq, entre outros), investigando as estratégias de abstração que cada um adota. O trabalho também se posiciona como um manifesto em direção à integração de princípios da ciência da computação clássica com os desafios da computação quântica, especialmente em sistemas híbridos onde é necessária a colaboração entre dispositivos clássicos e quânticos.

A principal contribuição do artigo reside na proposta de uma taxonomia de níveis de abstração aplicáveis à computação quântica, desde descrições textuais até abstrações de algoritmos e controle de fluxo em sistemas híbridos. Além disso, os autores fornecem uma análise abrangente de nove SDKs/quadro de softwares quânticos, evidenciando suas capacidades, limitações e tendências no suporte à abstração. O artigo também destaca o papel emergente de ferramentas baseadas em modelos de linguagem (LLMs), como o GitHub Copilot, como o atual ponto máximo de abstração, e argumenta que a evolução dessas ferramentas pode democratizar o desenvolvimento quântico e acelerar descobertas futuras.";A principal contribuição do artigo reside na proposta de uma taxonomia de níveis de abstração aplicáveis à computação quântica, desde descrições textuais até abstrações de algoritmos e controle de fluxo em sistemas híbridos. ;Quantum software engineering taxonomy;
SCP0138;De Stefano M.;De Stefano, Manuel (57219489857);SeSa Lab, University of Salerno, Fisciano, Italy;An Empirical Study on the Current Adoption of Quantum Programming;2022;International Conference on Software Engineering;Software Engineering;ICSE;310;312;1;"Quantum computing is no longer just a scientific curiosity; it is rapidly evolving into a commercially viable technology that has the potential to surpass the limitations of classical computation. As a result of this transition, a new discipline known as quantum software engineering has emerged, which is needed to describe unique methodologies for developing large-scale quantum applications. In the pursue of building this new body of knowledge, we undertake a mining study to elicit the purposes quantum programming is being used for, and steer further research. © 2022 IEEE.";;"Quantum computers; 'current; Body of knowledge; Empirical studies; Large-scales; Quantum applications; Quantum Computing; Quantum programming; Application programs";English;Conference Paper;Primary Study;Proposal of solution;The Software Engineering in General;"O artigo tem como objetivo investigar empiricamente como as tecnologias de programação quântica estão sendo utilizadas na prática, a partir da análise de repositórios abertos no GitHub. A motivação principal é suprir a lacuna de estudos empíricos que revelem os propósitos atuais da programação quântica e, com isso, direcionar futuras pesquisas na área de Engenharia de Software Quântica (QSE).

A principal contribuição do estudo é a elaboração de uma taxonomia com seis categorias de uso (como exercícios, bibliotecas, pesquisa e ensino), baseada na análise de 731 repositórios que utilizam Qiskit, Cirq ou Q#. Os resultados mostram que a maioria dos repositórios são voltados para exercícios e aprendizado pessoal, seguidos por projetos de bibliotecas/quadro de ferramentas e código de apoio à pesquisa. Além disso, o artigo evidencia o estágio inicial de maturidade da área e sugere que a QSE pode contribuir significativamente na estruturação de práticas e processos para o desenvolvimento de software quântico.";A principal contribuição do estudo é a elaboração de uma taxonomia com seis categorias de uso (como exercícios, bibliotecas, pesquisa e ensino), baseada na análise de 731 repositórios que utilizam Qiskit, Cirq ou Q#.;Quantum software engineering taxonomy;
SCP0343;"Hans J.; Groppe S.";"Hans, Julian (58042199600); Groppe, Sven (22234205300)";University of Lübeck, Schleswig-Holstein, Lubeck, Germany;Silq2Qiskit - Developing a quantum language source-to-source translator;2022;International Conference on Computer Science and Software Engineering;Software Engineering;CSSE;581;590;2;Quantum Computers are quickly becoming capable of solving certain tasks substantially faster than classical computers and the promise of quantum-driven advancements in research and economy continues to accelerate the development of quantum technology. However, most software development for quantum computers relies on the tedious manual implementation of quantum circuits on a very low level of abstraction, with tools such as the prominent IBM Qiskit SDK. In 2020, Silq, a quantum language to enable more intuitive and robust quantum development, was presented. While it substantially simplifies the write- and readability of quantum programs, Silq Code can only be run through its simulator on classical hardware. In comparison, Qiskit and its close integration with IBM's Quantum Experience even enable users to run and evaluate quantum programs on physical quantum hardware. This paper proposes an automatic source-to-source translator for basic Silq Code and the extension of Qiskit by core concepts of Silq's abstraction layers, such as Quantum Indexing and Quantum Control Flow. © 2022 ACM.;"Quantum Language; Source-to-Source translation";"Abstracting; Computer hardware; Program translators; Qubits; Translation (languages); Abstraction layer; Close integration; Control-flow; Quanta computers; Quantum circuit; Quantum control; Quantum language; Quantum technologies; Source-to-source translations; Source-to-source translators; Software design";English;Conference Paper;Primary Study;Evaluation research;Software Engineering Models and Methods;"O artigo tem como objetivo apresentar o desenvolvimento de um tradutor fonte-a-fonte que converte programas escritos em Silq, uma linguagem de programação quântica de alto nível, para Qiskit, um dos frameworks mais utilizados na implementação de circuitos quânticos. A proposta visa facilitar o uso prático de linguagens mais abstratas e seguras como o Silq, permitindo sua execução em plataformas compatíveis com o Qiskit e promovendo a interoperabilidade entre diferentes linguagens e ferramentas no ecossistema de computação quântica.

Entre as principais contribuições, os autores desenvolvem o Silq2Qiskit, um tradutor automático que utiliza uma abordagem baseada em árvores sintáticas abstratas (AST) e análise semântica para transformar código Silq em equivalente funcional em Qiskit. O trabalho descreve o mapeamento detalhado entre construções das duas linguagens, incluindo suporte a estruturas de controle e funções compostas, e apresenta testes de validação com exemplos reais. O estudo destaca ainda as limitações atuais do tradutor e aponta caminhos para evolução, como maior suporte a abstrações algébricas, contribuindo para o avanço da engenharia de software quântica com ferramentas de compilação mais flexíveis e acessíveis.";Entre as principais contribuições, os autores desenvolvem o Silq2Qiskit, um tradutor automático que utiliza uma abordagem baseada em árvores sintáticas abstratas (AST) e análise semântica para transformar código Silq em equivalente funcional em Qiskit.;Quantum software generation;
SCP0398;"Singhal K.; Hietala K.; Marshall S.; Rand R.";"Singhal, Kartik (57215650214); Hietala, Kesha (57202457493); Marshall, Sarah (57220087663); Rand, Robert (55363277700)";"University of Chicago, United States; University of Maryland, United States; Microsoft Quantum, United States";Q# as a Quantum Algorithmic Language;2023;Electronic Proceedings in Theoretical Computer Science;Computer Science;Electron. Proc. Theor. Comput. Sci., EPTCS;170;191;0;Q# is a standalone domain-specific programming language from Microsoft for writing and running quantum programs. Like most industrial languages, it was designed without a formal specification, which can naturally lead to ambiguity in its interpretation. We aim to provide a formal language definition for Q#, placing the language on a solid mathematical foundation and enabling further evolution of its design and type system. This paper presents λQ#, an idealized version of Q# that illustrates how we may view Q# as a quantum ALGOL (algorithmic language). We show the safety properties enforced by λQ#'s type system and present its equational semantics based on a fully complete algebraic theory by Staton. © K. Singhal, K. Hietala, S. Marshall, and R. Rand This work is licensed under the Creative Commons Attribution License.;;"Problem oriented languages; Semantics; Algebraic theories; Design systems; Domain-specific programming languages; Equational semantics; Mathematical foundations; MicroSoft; Safety property; Type systems; Algorithmic languages";English;Conference Paper;Primary Study;Proposal of solution;Software Engineering Models and Methods;"O artigo tem como objetivo explorar o uso da linguagem Q# como uma alternativa eficaz para a implementação de algoritmos quânticos, destacando suas características específicas voltadas ao controle de qubits, modularidade, e integração com o ecossistema .NET. A proposta central é apresentar Q# como uma linguagem que permite uma abordagem estruturada ao desenvolvimento de algoritmos quânticos, com ênfase na clareza do código e na separação entre lógica quântica e controle clássico.

Entre as principais contribuições, o estudo demonstra como Q# pode ser usada para implementar algoritmos conhecidos, como Deutsch-Jozsa, Grover e Shor, evidenciando a expressividade da linguagem na construção de operações quânticas e seu suporte à programação modular. O artigo também analisa a sintaxe e os recursos da linguagem, comparando-os com outras linguagens do domínio quântico, e discute o potencial do Q# no ensino e na pesquisa em computação quântica, reforçando seu papel como ferramenta de alto nível para desenvolvimento de algoritmos em ambientes híbridos.";O artigo tem como objetivo explorar o uso da linguagem Q# como uma alternativa eficaz para a implementação de algoritmos quânticos, destacando suas características específicas voltadas ao controle de qubits, modularidade, e integração com o ecossistema .NET. ;Quantum software language;
SCP0307;"Wang C.; Chen J.; Ge J.; Wu X.; Qu Q.; Luo L.";"Wang, Chao (57263000100); Chen, Jingwei (56508987700); Ge, JianXin (57614110600); Wu, XueZhong (58630709800); Qu, QianQian (58630172400); Luo, Le (56071306500)";"Shanghai Key Laboratory of Computer Software Testing and Evaluating, Shanghai Development Center of Computer Software Technology, Shanghai, China; Qudoor Technologies, Inc., Hefei, China; Software Engineering of Computer and Information Engineering College, Shanghai Polytechnic University, Shanghai, China; Qudoor Technologies Inc., School of Physics and Astronomy, Sun Yat-Sen University, Zhuhai, China";Research on Quality Model for Quantum Simulator Software;2023;International Winter Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing;Software Engineering;ACIS Int. Winter Conf. Softw. Eng., Artif. Intell., Netw. Parallel/Distrib. Comput., SNPD-Winter;134;140;1;In recent years, the demand for arithmetic power from all walks of life is growing, especially the increasing popularity of AIGC, which makes people realize that huge technological progress cannot be made without the support of large arithmetic power. Quantum computing may bring a leap in computing power and become a 'trigger' and 'catalyst' to accelerate the development of science and technology innovation, and its technical development trend and application prospects have become a hot issue of concern, and quantum simulators are a very important part of the development process. The development of quantum simulators is a very important part of the process. However, due to the lack of systematic evaluation theories and methods, it is difficult to quantify and analyze the quality of the increasing number of simulators on the market, which may hinder researchers from practicing their quantum algorithms objectively or developing quantum technologies. For these reasons, this paper proposes a quality model for quantum simulator software, which reflects the quality characteristics of simulators in seven aspects, such as functionality and performance efficiency, and selects some simulators for experimental validation of the proposed model to prove its rationality. © 2023 IEEE.;"Evaluation; Quantum Simulator; Software Quality";"Behavioral research; Computation theory; Computer software selection and evaluation; Computing power; Quantum computers; Computing power; Evaluation; Power; Quality modeling; Quantum Computing; Quantum simulators; Simulator software; Software Quality; Technological progress; ]+ catalyst; Quality control";English;Conference Paper;Primary Study;Proposal of solution;Software Quality;"O presente estudo propõe um modelo de qualidade específico para softwares simuladores de computação quântica, fundamentado nos critérios estabelecidos pela norma ISO/IEC 25010:2011, mas adaptado às particularidades dessas ferramentas. Diante da carência de métodos sistemáticos para avaliar simuladores quânticos e do crescimento do número dessas ferramentas no mercado, o trabalho busca preencher essa lacuna, fornecendo uma estrutura que permita mensurar aspectos como funcionalidade, desempenho, usabilidade, confiabilidade, segurança, manutenibilidade e qualidade da documentação do usuário, com o intuito de orientar pesquisadores e desenvolvedores na escolha e aprimoramento dessas soluções.

A principal contribuição do estudo é o desenvolvimento de um modelo de avaliação abrangente e adaptado às especificidades dos simuladores quânticos, incluindo métricas e pesos definidos para cada dimensão da qualidade. Além da proposta conceitual, os autores aplicaram o modelo a três simuladores amplamente utilizados — QuTrunk, ProjectQ e QuEST — por meio de experimentos com o algoritmo de Grover, demonstrando sua aplicabilidade prática e identificando pontos fortes e limitações em cada ferramenta. Com isso, o trabalho avança na direção da padronização da avaliação de qualidade de simuladores quânticos e fornece subsídios para a evolução de ferramentas mais robustas e eficazes para a pesquisa e o desenvolvimento em computação quântica.";O presente estudo propõe um modelo de qualidade específico para softwares simuladores de computação quântica, fundamentado nos critérios estabelecidos pela norma ISO/IEC 25010:2011, mas adaptado às particularidades dessas ferramentas.;Quantum software maturity model;
SCP0659;"Shoran P.; Sinha A.; Mahmood H.R.; Sharma V.; Jha P.; Kumar B.; Alkhayyat A.";"Shoran, Preety (58100727600); Sinha, Anurag (57561268800); Mahmood, Hassan Raza (57215095751); Sharma, Vandana (58957195700); Jha, Pooja (56656033300); Kumar, Biresh (57684512200); Alkhayyat, Ahmed (59268596900)";"Dr. Akhilesh das Gupta Institure of Technology and Management, India; Ignou, Department of Cs and It, New Delhi, India; Fast Nuces Cfd Campus, Punjab, Pakistan; Christ University, Department of Computer Science, Delhi NCR, India; Amity University Jhrakhand, Department of Computer Science An Engineering, Ranchi, India; The Islamic University, College of Technical Engineering, Najaf, Iraq";Enhancing Software Cost Estimation using COCOMO Cost Driver Features with Battle Royale Optimization and Quantum Ensemble Meta-Regression Technique;2023;International Conference on Computing Communication and Networking Technologies;Computer Science;Int. Conf. Comput. Commun. Netw. Technol., ICCCNT;0;0;2;This research suggests a unique method for improving software cost estimates by combining Battle Royale Optimisation (BRO) and Quantum Ensemble Meta-Regression Technique (QEMRT) with COCOMO cost driver characteristics. The strengths of these three strategies are combined in the suggested strategy to increase the accuracy of software cost estimation. The COCOMO model is a popular software cost-estimating methodology that considers several cost factors. BRO is a metaheuristic algorithm that mimics the process of the fittest people being selected naturally and was inspired by the Battle Royale video game. The benefits of quantum computing and ensemble learning are combined in the machine learning approach known as QEMRT. Using a correlation-based feature selection technique, we first identified the most important COCOMO cost drivers in our study. To get the best-fit model, we then used BRO to optimize the weights of these cost drivers. To further increase the estimation's accuracy, QEMRT was utilized to meta-regress the optimized model. The suggested method was tested on two datasets for software cost estimating that are available to the public, and the outcomes were compared with other cutting-edge approaches. The experimental findings demonstrated that our suggested strategy beat the other approaches in terms of accuracy, robustness, and stability. In conclusion, the suggested method offers a viable strategy for improving the accuracy of software cost estimation, which might help software development organizations by improving project planning and resource allocation. © 2023 IEEE.;"Battle Royale Optimization; BRO; COCOMO model; cost drivers; cost estimation; machine learning; QEMRT; Quantum Ensemble Meta-Regression Technique; software";"Cost benefit analysis; Cost estimating; Learning systems; Machine learning; Quantum computers; Software design; Software testing; Battle royale optimization; COCOMO model; Cost drivers; Cost estimations; Machine-learning; Optimisations; Quantum ensemble meta-regression technique; Regression techniques; Software; Optimization";English;Conference Paper;Primary Study;Proposal of solution;Software Engineering Economics;"O artigo tem como objetivo melhorar a estimativa de custo de projetos de software quântico por meio da aplicação de técnicas de aprendizado de máquina. A proposta parte da premissa de que métodos tradicionais de estimativa de custo não são adequados para o contexto emergente do desenvolvimento de software quântico, devido à sua complexidade, incertezas tecnológicas e escassez de dados históricos.

As contribuições incluem a criação de um modelo de aprendizado de máquina capaz de prever o esforço necessário para projetos de software quântico com base em variáveis como número de qubits, portas utilizadas, complexidade algorítmica e métricas de software. O estudo também apresenta uma base de dados sintética para treinamento e teste do modelo, considerando cenários realistas do desenvolvimento quântico. Além disso, o trabalho oferece diretrizes para a futura coleta e análise de dados reais, abrindo caminho para o uso mais robusto de técnicas de engenharia de software orientadas por dados no domínio quântico.";O artigo tem como objetivo melhorar a estimativa de custo de projetos de software quântico por meio da aplicação de técnicas de aprendizado de máquina. ;Quantum software metrics;
SCP0064;Zhao J.;Zhao, Jianjun (35786932000);Kyushu University, Japan;Some Size and Structure Metrics for Quantum Software;2021;International Workshop on Quantum Software Engineering;Quantum Software Engineering;QSE;22;27;10;Quantum software plays a critical role in exploiting the full potential of quantum computing systems. As a result, it is drawing increasing attention recently. As research in quantum programming reaches maturity with a number of active research and practical products, software metric researchers need to focus on this new paradigm to evaluate it rigorously and quantitatively. As the first step, this paper proposes some basic metrics for quantum software, which mainly focus on measuring the size and structure of quantum software. These metrics are defined at different abstraction levels to represent various size and structure attributes in quantum software explicitly. The proposed metrics can be used to evaluate quantum software from various viewpoints.  © 2021 IEEE.;"quantum software design; quantum software engineering; Quantum software metrics";"Quantum computers; Abstraction level; Quantum computing systems; Quantum programming; Software metrices; Software engineering";English;Conference Paper;Primary Study;Proposal of solution;Software Quality;"O artigo tem como objetivo propor um conjunto inicial de métricas específicas para mensurar o tamanho e a estrutura de software quântico, adaptando e estendendo abordagens clássicas da engenharia de software para o contexto emergente da computação quântica. A proposta visa oferecer instrumentos que permitam avaliar quantitativamente a complexidade de programas quânticos em diferentes níveis de abstração, desde o código até o design arquitetural e a modelagem.

Como contribuição, o estudo apresenta métricas divididas em três categorias principais: tamanho do código-fonte quântico, complexidade estrutural com base em grafos de fluxo de controle e características arquiteturais e de modelagem específicas ao paradigma quântico. Métricas clássicas como LOC, Halstead, McCabe e Henry & Kafura são adaptadas para capturar elementos quânticos como qubits, portas lógicas, medições e conectores híbridos entre componentes clássicos e quânticos. Ao fornecer uma base conceitual e operacional para a análise de qualidade de software quântico, o artigo contribui para a consolidação da engenharia de software quântica como disciplina estruturada e orientada por métricas.";O artigo tem como objetivo propor um conjunto inicial de métricas específicas para mensurar o tamanho e a estrutura de software quântico, adaptando e estendendo abordagens clássicas da engenharia de software para o contexto emergente da computação quântica.;Quantum software metrics;
SCP0069;"Fortunato D.; Campos J.; Abreu R.";"Fortunato, Daniel (57219898042); Campos, José (35306564600); Abreu, Rui (57209112913)";"Faculty of Engineering, The University of Porto, Porto, Portugal; INESC-ID, Lisboa, Portugal; LASIGE, Faculty of Science, The University of Lisbon, Lisboa, Portugal";Gate Branch Coverage: A Metric for Quantum Software Testing;2024;International Workshop on Quantum Software Engineering: The Next Evolution;Quantum Software Engineering;QSE-NE;15;18;0;The inherent lack of technologies and knowledge from software developers about the intricacies of quantum physics constitutes a heavy hindrance in the development of correct quantum software. Therefore, quantum computing testing techniques are currently under heavy research. This paper proposes a new testing metric, Gate Branch Coverage. This metric aims to provide insight into the verification process status of quantum programs and enhance the quantum testing process overall. Gate Branch Coverage explores the properties of quantum controlled-type gates, measuring their number of exercised branches during the execution of quantum programs. © 2024 Copyright held by the owner/author(s).;"Quantum Computing; Quantum Gate Branch Coverage; Quantum Software Testing";"Quantum electronics; Quantum optics; Software design; Software testing; Verification; Branch-coverage; Quantum Computing; Quantum gate branch coverage; Quantum gates; Quantum physics; Quantum software testing; Software developer; Software testings; Testing metrics; Testing technique; Quantum computers";English;Conference Paper;Primary Study;Proposal of solution;Software Quality;Propor a Gate Branch Coverage (GBC), uma nova métrica adaptada para circuitos quânticos. O objetivo é formalizar o cálculo e demonstrar a instrumentação de circuitos para calcular a GBC, a fim de ajudar desenvolvedores a melhorar a qualidade e confiabilidade do código.;Propor a Gate Branch Coverage (GBC), uma nova métrica adaptada para circuitos quânticos. O objetivo é formalizar o cálculo e demonstrar a instrumentação de circuitos para calcular a GBC, a fim de ajudar desenvolvedores a melhorar a qualidade e confiabilidade do código.;Quantum software metrics;
SCP0093;Soubra H.;Soubra, Hassan (54917468400);Ecole Centrale d'Electronique-ECE Lyon, 24 rue Salomon Reinach, Lyon, 69007, France;Quantum Software Sizing: Contemporary Interpretations and Approaches;2024;International Workshop on Software Measurement and Conference on Software Measurement Product Measurement;Software Engineering;IWSM-MENSURA;0;0;0;Conventional software sizing approaches initially centered on metrics like lines of code, gradually transitioning to more refined measurements such as function points. However, these approaches could not be directly applicable to quantum software due to the fundamental differences between classical and quantum computing paradigms. In quantum software sizing, factors such as the number of qubits required, the depth of quantum circuits, the connectivity requirements of qubits, the error rates of quantum gates, and the complexity of the quantum algorithms play crucial roles. Additionally, considerations such as the choice of quantum programming language, quantum hardware platform, and optimization techniques also impact the overall size estimation. This paper provides an overview of quantum software sizing, highlighting initial exploration and classification of sizing measurement concepts of Quantum Software. © 2024 Copyright for this paper by its authors.;"Measurement; Metrics; Quantum Software; Quantum Software Engineering; Quantum Software Sizing";"Quantum electronics; Quantum optics; Size determination; Strain measurement; Classical computing; Computing paradigm; Function point; Line of codes; Metric; Quantum circuit; Quantum Computing; Quantum software; Quantum software engineering; Quantum software sizing; Qubits";English;Conference Paper;Primary Study;Opinion papers;Software Quality;"O artigo tem como objetivo investigar e organizar abordagens contemporâneas para estimar o tamanho de software quântico, considerando as especificidades que diferenciam este domínio do software clássico. A proposta busca mapear métricas relevantes como volume quântico, conectividade entre qubits, taxas de erro e tamanho funcional, discutindo como esses elementos impactam diretamente no desenvolvimento, otimização e gerenciamento de projetos de software quântico. A partir disso, o trabalho apresenta uma análise sistemática das características que influenciam a mensuração do tamanho do software, incluindo também a relação estreita entre hardware e software quântico.

As principais contribuições do estudo incluem uma categorização detalhada de métricas aplicáveis à engenharia de software quântico, como Q-COSMIC, circuitos quânticos, qualidade de código híbrido e métricas específicas para QPUs, além da proposta de novas interpretações para estimativas de tamanho que integrem aspectos de confiabilidade, escalabilidade e manutenibilidade. Ao consolidar essas abordagens, o artigo fornece subsídios importantes para o avanço da engenharia de software quântico, propondo caminhos para padronização de medidas, comparação entre implementações e suporte a decisões estratégicas no desenvolvimento de soluções computacionais quânticas.";O artigo tem como objetivo investigar e organizar abordagens contemporâneas para estimar o tamanho de software quântico, considerando as especificidades que diferenciam este domínio do software clássico. ;Quantum software metrics;
SCP0225;"Díaz Muñoz A.; Rodríguez Monje M.; Piattini Velthuis M.G.";"Díaz Muñoz, Ana (58859309300); Rodríguez Monje, Moisés (59297184300); Piattini Velthuis, Mario Gerardo (7004203473)";"Institute of Technologies and Information Systems & Escuela Superior de Informática, University of Castilla-La Mancha, Ciudad Real, 13071, Spain; AQCLab Software Quality, Ciudad Real, 13500, Spain";Towards a set of metrics for hybrid (quantum/classical) systems maintainability;2024;Journal of Universal Computer Science;Computer Science;J. Univers. Comput. Sci.;25;48;6;Given the rapid evolution that has taken place in recent years in the software industry, and along with it the emergence of quantum software, there is a need to design an environment for measuring quality metrics for hybrid, classic-quantum software. In order to measure and evaluate the quality of classic software, there are models and standards, among which ISO/IEC 25000 stands out, which proposes a set of quality characteristics such as maintainability. However, there is currently no consensus for the measurement and evaluation of quantum software quality. In this paper we propose a series of adaptations to “classic” metrics, as well as a set of new measurements for hybrid maintainability. Finally, a first prototype of a measurement tool developed as a SonarQube plugin, capable of measuring these metrics in quantum developments, is also presented. © 2024, IICM. All rights reserved.;"ISO/IEC 25000; maintainability; quantum software; software assessment; software quality";;English;Article;Primary Study;Opinion papers;Software Quality;"O artigo tem como objetivo propor uma abordagem baseada em princípios da Engenharia de Software Experimental (ESE) para estudar, validar e evoluir métodos, ferramentas e práticas no contexto da Engenharia de Software Quântica (QSE). A proposta surge da percepção de que, assim como a engenharia de software clássica se beneficiou de uma cultura empírica sólida, a área emergente da QSE também demanda uma estrutura experimental para apoiar sua consolidação científica.

Como contribuição, os autores delineiam direções iniciais para o uso de métodos empíricos na QSE, destacando a importância de experimentos controlados, estudos de caso e revisões sistemáticas para fundamentar decisões técnicas. O trabalho propõe a adaptação de práticas da ESE para contextos quânticos, como a avaliação de ferramentas e técnicas com base em critérios de validade interna e externa. Ao fazer isso, o artigo oferece um ponto de partida teórico e metodológico para estruturar a produção científica na área de QSE de forma mais robusta e confiável.";O artigo propõem um conjunto de métricas para manutenção de sistemas híbridos. ;Quantum software metrics;
